molecule_id,neutral_mass,mass_fallback,candidate_count,top_score,top_spectral_score,top_mass_error_ppm,n_guesses
m_cd6458,425.03785000000005,False,7,0.998912950144643,0.9999999999999999,0.8152873915176546,7
m_ce56d4,322.089823533379,False,62,0.9958956982120967,0.9999999999999999,3.0782263409274533,25
m_ced31c,346.156423533379,False,191,0.9958729048254089,0.9999999999999998,3.095321380943125,25
m_cfb3df,395.131023533379,False,63,0.9977695115811349,0.9999999999999999,1.6728663141487146,25
m_d01f54,335.03172353337897,False,31,0.9958539672283905,0.9999999999999998,3.109524578706939,25
m_d07b86,305.090523533379,False,119,0.9964920165565296,1.0,2.630987582602736,25
m_d1e5ef,387.184223533379,False,33,0.9973143761838326,0.9999999999999999,2.0142178621254794,25
m_d1ecad,342.16977646662104,False,387,0.9977169126307878,1.0,1.7123155269091355,25
m_d258c4,337.237423533379,False,37,0.9965141022614312,0.9999999999999998,2.614423303926406,25
m_d274b6,353.192623533379,False,42,0.9956961978514778,0.9999999999999998,3.2278516113914826,25
m_d3998e,298.107773533379,False,102,0.9971079156447143,0.9999999999999999,2.169063266464166,25
m_d4c45b,297.10442353337896,False,105,0.9957615558520816,0.9999999999999998,3.1788331109386094,25
m_d56a4e,271.14402353337897,False,74,0.9964920518639957,0.9999999999999999,2.6309611020031274,25
m_d6c1c0,326.155023533379,False,56,0.9969990328688945,1.0,2.250725348329181,25
m_d74296,392.17392353337897,False,53,0.9989246764934561,1.0,0.8064926299079909,25
m_d7ad1b,439.10372353337897,False,12,0.9960829258637197,0.9999999999999998,2.93780560221001,12
m_d7ecc5,316.143223533379,False,255,0.9961350286377166,0.9999999999999998,2.8987285217123184,25
m_d86693,336.10495000000003,False,99,0.99814396068807,0.9999999999999999,1.3920294839474383,25
m_d90c36,305.135623533379,False,102,0.9977624927430281,0.9999999999999993,1.6781304427284018,25
m_daf5f1,343.20017646662103,False,319,0.9974802911984202,1.0,1.8897816011848996,25
m_db2018,295.133077,False,145,0.9954812881466225,0.9999999999999996,3.389033890032755,25
m_db2c0e,316.06370000000004,False,51,0.9970944422486062,0.9999999999999999,2.1791683135452615,25
m_dbd1b2,334.144823533379,False,260,0.9971874655164922,0.9999999999999996,2.1094008626305336,25
m_dbd5d0,340.154523533379,False,347,0.9961467183842135,0.9999999999999998,2.8899612118396516,25
m_dc5eb2,292.179523533379,False,143,0.9962082427090785,0.9999999999999998,2.8438179681909315,25
m_dc7be7,345.158923533379,False,195,0.9998582503361834,1.0,0.10631224786245749,25
m_dd5487,324.195523533379,False,195,0.9978936769456928,0.9999999999999999,1.5797422907303205,25
m_de93b1,347.086199,False,80,0.9996764377255211,1.0,0.24267170585923037,25
m_ded5eb,315.15882353337895,False,340,0.9977492771294545,0.9999999999999999,1.6880421529090528,25
m_e138be,277.159823533379,False,24,0.9962329634985191,0.9999999999999998,2.8252773761105434,24
m_e17598,327.195323533379,False,291,0.9973655149999491,1.0,1.9758637500381808,25
m_e1bfd4,272.127376466621,False,146,0.9997515152809704,0.9999999999999998,0.1863635392720559,25
m_e1d7ad,279.175423533379,False,14,0.9964992650153999,1.0,2.6255512384501265,14
m_e1f9f4,286.052623533379,False,25,0.9973180255113915,0.9999999999999998,2.0114808664562536,25
m_e2993b,269.10905,False,68,0.9975943729873202,1.0,1.8042202595097905,25
m_e3b936,356.104723533379,False,54,0.9973039040432046,0.9999999999999998,2.0220719675963656,25
m_e44302,365.060326466621,False,20,0.9991365276591445,0.9999999999999999,0.6476042556415297,20
m_e4865d,256.179223533379,False,46,0.9972368023102077,1.0,2.0723982673441763,25
m_e5050e,346.15382353337895,False,250,0.9963340791895429,0.9999999999999998,2.749440607842708,25
m_e58af8,334.1311,False,204,0.9973690805794092,0.9999999999999991,1.973189565442418,25
m_e5b5fa,273.16582353337895,False,10,0.9972919922325901,0.9999999999999994,2.03100582555702,10
m_e6b2c8,330.197423533379,False,221,0.9975748755696978,1.0,1.8188433227266536,25
m_e6bed4,290.163823533379,False,215,0.9964113634407417,0.9999999999999999,2.6914774194436952,25
m_e73d71,322.180223533379,False,146,0.9964317719670085,0.9999999999999999,2.6761710247435144,25
m_e77f56,325.141423533379,False,267,0.9949696663657789,0.9999999999999999,3.7727502256657344,25
m_e7af25,326.141723533379,False,298,0.9981113757377857,1.0,1.4164681966606585,25
m_e80818,301.154323533379,False,177,0.9980134863583494,0.9999999999999999,1.489885231237879,25
m_e8359d,332.153182,False,187,0.9971735129523064,1.0,2.1198652857701985,25
m_e8d835,317.126676466621,False,197,0.9985126506336371,1.0,1.1155120247721135,25
m_e993ec,278.12732353337896,False,86,0.9968049291454498,0.9999999999999999,2.3963031409125697,25
m_ea2f71,299.13952353337896,False,149,0.9942111767174608,1.0,4.341617461904378,25
m_ea7270,337.125,False,190,0.9995381653688785,0.9999999999999999,0.3463759733410108,25
m_eaecd7,297.07680000000005,False,82,0.9999356933963642,0.9999999999999999,0.048229952726749264,25
m_ebcb8a,322.143676466621,False,303,0.9971000491511606,0.9999999999999999,2.174963136629529,25
m_ec2936,345.253823533379,False,28,0.9962813006418828,1.0,2.7890245185878726,25
m_ec5045,331.133032,False,256,0.9992443882796523,0.9999999999999999,0.5667087902606225,25
m_ec755b,348.114923533379,False,193,0.9979109834438447,0.9999999999999999,1.5667624171164616,25
m_ecbfb5,378.081623533379,False,29,0.9960065576373069,0.9999999999999998,2.9950817720196428,25
m_ed201b,312.176723533379,False,27,0.9976262617203888,0.9999999999999998,1.7803037097082601,25
m_edaa12,337.17982353337896,False,293,0.9968501184496398,0.9999999999999999,2.3624111627700906,25
m_edccdd,290.175023533379,False,112,0.9965648806485334,0.9999999999999998,2.576339513599737,25
m_edd5cd,338.091223533379,False,146,0.9998995561860962,0.9999999999999999,0.07533286042782482,25
m_eff2fa,393.205523533379,False,75,0.9990444034578719,0.9999999999999999,0.7166974065959992,25
m_f0bee0,341.174123533379,False,390,0.9992889754665367,1.0,0.5332684000974293,25
m_f10ba9,304.15402353337896,False,166,0.9978825053906132,0.9999999999999999,1.588120957040011,25
m_f1a045,302.13787646662104,False,178,0.9999383531821223,0.9999999999999999,0.04623511340820107,25
m_f22b14,324.206923533379,False,25,0.9972085096287292,0.9999999999999998,2.0936177784529493,25
m_f22bed,341.17442353337896,False,390,0.9981165552642091,1.0,1.4125835518431655,25
m_f24d72,350.094,False,65,0.9986391312045748,1.0,1.0206515965688503,25
m_f2d901,295.11322353337897,False,43,0.9999565065413935,0.9999999999999998,0.03262009395475979,25
m_f55e93,370.160676466621,False,103,0.9994281163790818,0.9999999999999997,0.42891271568839534,25
m_f5c42c,288.18412353337897,False,134,0.9984013675019573,0.9999999999999998,1.1989743735318326,25
m_f7002e,337.06842353337896,False,78,0.9973000402635951,0.9999999999999999,2.0249698023035845,25
m_f7302f,290.136523533379,False,93,0.9950473459146829,0.9999999999999998,3.7144905639876704,25
m_f82743,315.175623533379,False,50,0.9960530391762749,1.0,2.9602206177938504,25
m_f858ee,340.10462353337897,False,170,0.9955051738018726,0.9999999999999999,3.3711196485954313,25
m_f866a0,394.1142,False,53,0.9970653649797797,0.9999999999999998,2.200976265165091,25
m_f8bf38,264.111823533379,False,45,0.9958777996983387,0.9999999999999996,3.0916502262456724,25
m_f8d39e,324.1843,False,181,0.9978531059852175,0.9999999999999996,1.610170511086549,25
m_f8ef30,269.120973533379,False,70,0.994175182689231,0.9999999999999999,4.36861298307666,25
m_fb2bcc,344.17442353337896,False,215,0.9968377066078695,1.0,2.3717200440978763,25
m_fb6996,389.196023533379,False,30,0.9967366251745473,0.9999999999999998,2.447531119089337,25
m_fbf20a,283.190423533379,False,32,0.9960833262246785,1.0,2.937505331491073,25
m_fd4556,332.18552353337896,False,182,0.9972589398368702,0.9999999999999999,2.055795122347261,25
m_fd693e,291.119782,False,65,0.9985317017494172,1.0,1.1012236879370934,25
m_fe6eaa,338.10220000000004,False,137,0.9964057100681322,0.9999999999999998,2.695717448900741,25
m_fe9649,345.197223533379,False,74,0.9971613314403479,1.0,2.129001419739093,25
m_fea652,339.15922353337896,False,301,0.9963360321079119,0.9999999999999999,2.7479759190659996,25
m_feb5c1,363.081623533379,False,31,0.9970693921980146,0.9999999999999999,2.197955851488939,25
m_ff32bb,283.087823533379,False,97,0.9958299236472924,0.9999999999999999,3.1275572645305845,25
m_ff4ed5,348.047176466621,False,64,0.9993739646419924,1.0,0.4695265185057531,25
m_ff5db9,344.07592353337895,False,54,0.9982337798230756,0.9999999999999994,1.3246651326929233,25
m_ff7740,348.01734999999996,False,47,0.9983739814505502,0.9999999999999992,1.2195139120867469,25
m_ff926d,286.18002353337897,False,114,0.9969147188272951,0.9999999999999998,2.3139608795284774,25
