molecule_id,spectrum_id,training_sources,matching_structure_count,top_prediction_matches,training_keys
m_987cff,s_70a10302,enveda-180,1,True,JIWJLVGABIMHQJ
m_987cff,s_a2d5e0f3,enveda-180,1,True,JIWJLVGABIMHQJ
m_6f414f,s_0ee83a49,enveda-180,1,True,JJNWMUDJEBPGGA
m_6f414f,s_93a6b439,enveda-180,1,True,JJNWMUDJEBPGGA
m_6f414f,s_a2999e64,enveda-180,1,True,JJNWMUDJEBPGGA
m_fbf20a,s_01376fe1,enveda-180,1,True,JJSGOGDOHOXCFR
m_fbf20a,s_2e760054,enveda-180,1,True,JJSGOGDOHOXCFR
m_fbf20a,s_b8954ec0,enveda-180,1,True,JJSGOGDOHOXCFR
m_fbf20a,s_8aee2730,enveda-180,1,True,JJSGOGDOHOXCFR
m_c3e52e,s_c9b5a33a,enveda-180,1,True,JTLRLHPRAXJQIZ
m_c3e52e,s_2d088fb5,enveda-180,1,True,JTLRLHPRAXJQIZ
m_c3e52e,s_831520c0,enveda-180,1,True,JTLRLHPRAXJQIZ
m_c3e52e,s_e3283d9b,enveda-180,1,True,JTLRLHPRAXJQIZ
m_089267,s_e5cf1fa3,enveda-180,1,True,JUEQNJVIMWRUNY
m_089267,s_6a4699f3,enveda-180,1,True,JUEQNJVIMWRUNY
m_070985,s_db80c41b,enveda-180,1,True,JWKJFKDNFFIERH
m_d86693,s_af577385,enveda-180,1,True,JXBPHQSETUEEOA
m_d86693,s_044b7d25,enveda-180,1,True,JXBPHQSETUEEOA
m_57f31b,s_74fc22aa,enveda-180,1,True,JXDHEDKTYLCQDD
m_57f31b,s_d42bc744,enveda-180,1,True,JXDHEDKTYLCQDD
m_57f31b,s_52e13866,enveda-180,1,True,JXDHEDKTYLCQDD
m_d7ad1b,s_5866c140,enveda-180,1,True,KETNDHNVFFHTKL
m_907412,s_02505d74,enveda-180,1,True,KFMVPEUHFOYUQW
m_75100f,s_31f04110,enveda-180,1,True,KGYPTQRPQQRAIM
m_75100f,s_628bc0e7,enveda-180,1,True,KGYPTQRPQQRAIM
m_75100f,s_9684303c,enveda-180,1,True,KGYPTQRPQQRAIM
m_916daf,s_38c213ad,enveda-180,1,True,KIWAMTMRWXTTIM
m_916daf,s_80808733,enveda-180,1,True,KIWAMTMRWXTTIM
m_a98076,s_e0d74353,enveda-180,1,True,KIWJOZRHGUQQBQ
m_26bf54,s_ece08250,enveda-180,1,True,KGZDKYTWEOKQGF
m_6f414f,s_5cae5345,enveda-180,1,True,JJNWMUDJEBPGGA
m_d86693,s_9d952b4b,enveda-180,1,True,JXBPHQSETUEEOA
m_d86693,s_2b01d94d,enveda-180,1,True,JXBPHQSETUEEOA
m_a98076,s_87cc434e,enveda-180,1,True,KIWJOZRHGUQQBQ
m_a98076,s_851e9ee5,enveda-180,1,True,KIWJOZRHGUQQBQ
m_5dda21,s_5039bd6e,enveda-180,1,True,KPXIFMWLCTWKJV
m_5dda21,s_74f0e6cb,enveda-180,1,True,KPXIFMWLCTWKJV
m_5dda21,s_bfd9dac5,enveda-180,1,True,KPXIFMWLCTWKJV
m_5dda21,s_acf5f604,enveda-180,1,True,KPXIFMWLCTWKJV
m_60e7b1,s_d7b69473,enveda-180,1,True,KPYFLRGDBWXAJB
m_60e7b1,s_943aa02b,enveda-180,1,True,KPYFLRGDBWXAJB
m_e3b936,s_02cdd93a,enveda-180,1,True,KQQJWHIQOAIQCE
m_e3b936,s_ef36aa23,enveda-180,1,True,KQQJWHIQOAIQCE
m_e3b936,s_db733c37,enveda-180,1,True,KQQJWHIQOAIQCE
m_e3b936,s_a08f1719,enveda-180,1,True,KQQJWHIQOAIQCE
m_c57b9d,s_b94a1539,enveda-180,1,True,KRDFZVROMABRJE
m_c57b9d,s_267ce3f7,enveda-180,1,True,KRDFZVROMABRJE
m_c57b9d,s_44d6b0e2,enveda-180,1,True,KRDFZVROMABRJE
m_30024e,s_7253f972,enveda-180,1,True,KROVPTIGUMLYGW
m_30024e,s_d620a580,enveda-180,1,True,KROVPTIGUMLYGW
m_30024e,s_a093554d,enveda-180,1,True,KROVPTIGUMLYGW
m_47e099,s_4b874915,enveda-180,1,True,KRQZYHVVDHRBNO
m_47e099,s_8d9066a9,enveda-180,1,True,KRQZYHVVDHRBNO
m_47e099,s_6f3381d0,enveda-180,1,True,KRQZYHVVDHRBNO
m_47e099,s_2144b193,enveda-180,1,True,KRQZYHVVDHRBNO
m_38941f,s_a4129ec0,enveda-180,1,True,KSIWSCRCJNBCRK
m_38941f,s_d5b3110f,enveda-180,1,True,KSIWSCRCJNBCRK
m_43e809,s_71ab4b10,enveda-180,1,True,KTMSPKQYYKAALP
m_43e809,s_412cb5fd,enveda-180,1,True,KTMSPKQYYKAALP
m_43e809,s_49b36dc6,enveda-180,1,True,KTMSPKQYYKAALP
m_43e809,s_6b2fc2a0,enveda-180,1,True,KTMSPKQYYKAALP
m_762dcf,s_36318565,enveda-180,1,True,KXJDRUDZPKMGBN
m_762dcf,s_31894e89,enveda-180,1,True,KXJDRUDZPKMGBN
m_762dcf,s_a0a1ce41,enveda-180,1,True,KXJDRUDZPKMGBN
m_62dd85,s_3178ff40,enveda-180,1,True,KXPCCKOZMRYDMP
m_01e922,s_cedea619,enveda-180,1,True,KYMDZNBJUGJEMP
m_01e922,s_4f6a16e5,enveda-180,1,True,KYMDZNBJUGJEMP
m_01e922,s_edf03be9,enveda-180,1,True,KYMDZNBJUGJEMP
m_31ebaa,s_9ee08026,enveda-180,1,True,LAQVBJKSAWSFCT
m_31ebaa,s_552ec545,enveda-180,1,True,LAQVBJKSAWSFCT
m_31ebaa,s_f72a72d1,enveda-180,1,True,LAQVBJKSAWSFCT
m_31ebaa,s_d2e68c91,enveda-180,1,True,LAQVBJKSAWSFCT
m_6f3a5c,s_59e49c50,enveda-180,1,True,LAUAINWVPQBIGH
m_6f3a5c,s_b6c78a74,enveda-180,1,True,LAUAINWVPQBIGH
m_6f3a5c,s_36823873,enveda-180,1,True,LAUAINWVPQBIGH
m_7874d0,s_97f0d0bd,enveda-180,1,True,LCFVIQMJJOPOIQ
m_7874d0,s_74a9317f,enveda-180,1,True,LCFVIQMJJOPOIQ
m_e7af25,s_50ada9f5,enveda-180,1,True,LDMKWAGVEPMQMX
m_e7af25,s_be2b4b37,enveda-180,1,True,LDMKWAGVEPMQMX
m_e7af25,s_1e5042f8,enveda-180,1,True,LDMKWAGVEPMQMX
m_d274b6,s_5a72d1c3,enveda-180,1,True,LEXTUIQVTMHKDG
m_20b8f2,s_db39a5e1,enveda-180,1,True,LGMRAKXXMJMGQA
m_20b8f2,s_9d60a081,enveda-180,1,True,LGMRAKXXMJMGQA
m_20b8f2,s_3c529c40,enveda-180,1,True,LGMRAKXXMJMGQA
m_20b8f2,s_2c16428a,enveda-180,1,True,LGMRAKXXMJMGQA
m_ed201b,s_272216a9,enveda-180,1,True,LGQDRCKFWHNAGE
m_ed201b,s_15b5967c,enveda-180,1,True,LGQDRCKFWHNAGE
m_ed201b,s_da7c15af,enveda-180,1,True,LGQDRCKFWHNAGE
m_e77f56,s_86b0827b,enveda-180,1,True,LJIIODAPSQXPHC
m_e77f56,s_e6a26440,enveda-180,1,True,LJIIODAPSQXPHC
m_59bced,s_73d0454e,enveda-180,1,True,LJNBPMUJRFADLQ
m_59bced,s_694c3970,enveda-180,1,True,LJNBPMUJRFADLQ
m_59bced,s_3f34193f,enveda-180,1,True,LJNBPMUJRFADLQ
m_517c87,s_8b3d1ad6,enveda-180,1,True,LJTUKHQWSWGXAK
m_6d224e,s_6b488b30,enveda-180,1,True,LJWXVZGKCVQZCC
m_2c2340,s_a300a4c4,enveda-180,1,True,LKQZBPYMPLHBDR
m_2c2340,s_e1191c1d,enveda-180,1,True,LKQZBPYMPLHBDR
m_2c2340,s_835a92cb,enveda-180,1,True,LKQZBPYMPLHBDR
m_2c2340,s_a68ee370,enveda-180,1,True,LKQZBPYMPLHBDR
m_baccbd,s_e6b470f9,enveda-180,1,True,LLYJKSUPYQOJJS
m_baccbd,s_65b88ec4,enveda-180,1,True,LLYJKSUPYQOJJS
m_9b8030,s_6fa5af1c,enveda-180,1,True,LMXRVEXGHXASKZ
m_9b8030,s_51b73ba2,enveda-180,1,True,LMXRVEXGHXASKZ
m_83e861,s_a7aab59d,enveda-180,1,True,LNOXTJDFFIAEKR
m_83e861,s_6a0dd256,enveda-180,1,True,LNOXTJDFFIAEKR
m_83e861,s_b08c75f1,enveda-180,1,True,LNOXTJDFFIAEKR
m_d1e5ef,s_fde9452a,enveda-180,1,True,LNUYGTGWWKRGJK
m_d1e5ef,s_01d21e39,enveda-180,1,True,LNUYGTGWWKRGJK
m_d1e5ef,s_da0ec19e,enveda-180,1,True,LNUYGTGWWKRGJK
m_d1e5ef,s_06ec989b,enveda-180,1,True,LNUYGTGWWKRGJK
m_ea7270,s_7a598b3e,enveda-180,1,True,LSPAZFZNDAPVSI
m_dc7be7,s_71f59b95,enveda-180,1,True,LTWRBVRYSAKLRQ
m_dc7be7,s_b3d21167,enveda-180,1,True,LTWRBVRYSAKLRQ
m_dc7be7,s_63721e4e,enveda-180,1,True,LTWRBVRYSAKLRQ
m_c30e40,s_b6134b96,enveda-180,1,True,LUHWGWKQUPBUQK
m_c30e40,s_23a31e98,enveda-180,1,True,LUHWGWKQUPBUQK
m_c30e40,s_6cd78709,enveda-180,1,True,LUHWGWKQUPBUQK
m_0d08be,s_2b0ef874,enveda-180,1,True,LVRLUJVTGDGUHU
m_0d08be,s_786e88f4,enveda-180,1,True,LVRLUJVTGDGUHU
m_517c87,s_70a36bb6,enveda-180,1,True,LJTUKHQWSWGXAK
m_62dd85,s_e18c73fb,enveda-180,1,True,KXPCCKOZMRYDMP
m_e3b936,s_d25a7619,enveda-180,1,True,KQQJWHIQOAIQCE
m_38941f,s_5d626adb,enveda-180,1,True,KSIWSCRCJNBCRK
m_762dcf,s_c3740fae,enveda-180,1,True,KXJDRUDZPKMGBN
m_762dcf,s_cdaf8c79,enveda-180,1,True,KXJDRUDZPKMGBN
m_20b8f2,s_abd9ebf6,enveda-180,1,True,LGMRAKXXMJMGQA
m_20b8f2,s_79404c36,enveda-180,1,True,LGMRAKXXMJMGQA
m_6d224e,s_a59e41d3,enveda-180,1,True,LJWXVZGKCVQZCC
m_baccbd,s_e24ed5e5,enveda-180,1,True,LLYJKSUPYQOJJS
m_baccbd,s_ce4a940d,enveda-180,1,True,LLYJKSUPYQOJJS
m_ea7270,s_f10136d0,enveda-180,1,True,LSPAZFZNDAPVSI
m_0259d4,s_486ffe56,enveda-180,1,True,MQCUYCZPGUNNLD
m_0259d4,s_ac38c90a,enveda-180,1,True,MQCUYCZPGUNNLD
m_0259d4,s_edb6cc7f,enveda-180,1,True,MQCUYCZPGUNNLD
m_55fde0,s_d2fc8c09,enveda-180,1,True,MAKGELQILXZGKI
m_55fde0,s_9cbeac90,enveda-180,1,True,MAKGELQILXZGKI
m_55fde0,s_546947e9,enveda-180,1,True,MAKGELQILXZGKI
m_55fde0,s_28d3ebfd,enveda-180,1,True,MAKGELQILXZGKI
m_471696,s_547eec06,enveda-180,1,True,MCBBXOXOEOXOAG
m_471696,s_5f9308f2,enveda-180,1,True,MCBBXOXOEOXOAG
m_9dc5c4,s_4b5e2555,enveda-180,1,True,MEIBYSJFQABPQZ
m_9dc5c4,s_d540d355,enveda-180,1,True,MEIBYSJFQABPQZ
m_9dc5c4,s_77390b26,enveda-180,1,True,MEIBYSJFQABPQZ
m_fe9649,s_7491fbb1,enveda-180,1,True,MEJOXDZSRSLJST
m_fe9649,s_61cfbab0,enveda-180,1,True,MEJOXDZSRSLJST
m_fe9649,s_881af77e,enveda-180,1,True,MEJOXDZSRSLJST
m_fe9649,s_d5ea0bd6,enveda-180,1,True,MEJOXDZSRSLJST
m_930a3b,s_708b7297,enveda-180,1,True,MFVFCUQOBZGXRU
m_930a3b,s_bd0ec917,enveda-180,1,True,MFVFCUQOBZGXRU
m_e4865d,s_26d0000e,enveda-180,1,True,MKYNKJAPSXBDEA
m_ff5db9,s_5b46eed2,enveda-180,1,True,MMVHDWDLDOZYPW
m_b6b7fe,s_a8c20294,enveda-180,1,True,MNEQNAXIKCXKEL
m_b6b7fe,s_fa6b6fe7,enveda-180,1,True,MNEQNAXIKCXKEL
m_b6b7fe,s_3ec8becb,enveda-180,1,True,MNEQNAXIKCXKEL
m_b6b7fe,s_db6e7f6e,enveda-180,1,True,MNEQNAXIKCXKEL
m_4fb975,s_80b7bb86,enveda-180,1,True,MOLJMMHGTUOQFP
m_4fb975,s_fdac5560,enveda-180,1,True,MOLJMMHGTUOQFP
m_f858ee,s_7cb72ca8,enveda-180,1,True,MOLMCCAGGJYXAK
m_f858ee,s_0b015b98,enveda-180,1,True,MOLMCCAGGJYXAK
m_f858ee,s_6797951e,enveda-180,1,True,MOLMCCAGGJYXAK
m_0259d4,s_a207c34d,enveda-180,1,True,MQCUYCZPGUNNLD
m_0259d4,s_ca0113ff,enveda-180,1,True,MQCUYCZPGUNNLD
m_0259d4,s_234f7054,enveda-180,1,True,MQCUYCZPGUNNLD
m_0259d4,s_c02637b3,enveda-180,1,True,MQCUYCZPGUNNLD
m_f2d901,s_555b2b23,enveda-180,1,True,MQDHZCMCLRKCPY
m_f2d901,s_06bd33b1,enveda-180,1,True,MQDHZCMCLRKCPY
m_808712,s_18b8aef9,enveda-180,1,True,MRLTZQSXLIQRLC
m_808712,s_5e2dfbd9,enveda-180,1,True,MRLTZQSXLIQRLC
m_808712,s_fdce7fd1,enveda-180,1,True,MRLTZQSXLIQRLC
m_808712,s_b8106e6a,enveda-180,1,True,MRLTZQSXLIQRLC
m_108fdb,s_15489e2d,enveda-180,1,True,MTNPZKNWJMQTEW
m_108fdb,s_f56f6393,enveda-180,1,True,MTNPZKNWJMQTEW
m_108fdb,s_eba9eeb2,enveda-180,1,True,MTNPZKNWJMQTEW
m_108fdb,s_fa887500,enveda-180,1,True,MTNPZKNWJMQTEW
m_b0ce2a,s_fce87d00,enveda-180,1,True,MTPPFKHFTQGYLZ
m_b0ce2a,s_fa38c6b6,enveda-180,1,True,MTPPFKHFTQGYLZ
m_2b7513,s_6250c139,enveda-180,1,True,MXWJALNDERSLNA
m_2b7513,s_ba6292c9,enveda-180,1,True,MXWJALNDERSLNA
m_e993ec,s_b24eb0f0,enveda-180,1,True,MZIRRFUMJCQBOC
m_e993ec,s_c4c8bad2,enveda-180,1,True,MZIRRFUMJCQBOC
m_e993ec,s_1d7857a9,enveda-180,1,True,MZIRRFUMJCQBOC
m_e993ec,s_0700658e,enveda-180,1,True,MZIRRFUMJCQBOC
m_f82743,s_ac4bf51a,enveda-180,1,True,NALUOIKAXMCDJB
m_e73d71,s_3142688a,enveda-180,1,True,NBPBROCSGJVYHF
m_e73d71,s_b2af1f17,enveda-180,1,True,NBPBROCSGJVYHF
m_e73d71,s_401e8525,enveda-180,1,True,NBPBROCSGJVYHF
m_65a7ff,s_709a50da,enveda-180,1,True,NBXMYJMBYRXPHV
m_65a7ff,s_d154ed52,enveda-180,1,True,NBXMYJMBYRXPHV
m_65a7ff,s_b4ee1964,enveda-180,1,True,NBXMYJMBYRXPHV
m_70464b,s_a7c20d8d,enveda-180,1,True,NCJFYKPBYXUQHV
m_70464b,s_ff2c3c00,enveda-180,1,True,NCJFYKPBYXUQHV
m_70464b,s_190df68f,enveda-180,1,True,NCJFYKPBYXUQHV
m_70464b,s_8b6ffc41,enveda-180,1,True,NCJFYKPBYXUQHV
m_bbb21f,s_7cbb38ee,enveda-180,1,True,NDJIRKJLQTUELX
m_bbb21f,s_95154af7,enveda-180,1,True,NDJIRKJLQTUELX
m_bbb21f,s_02e6152c,enveda-180,1,True,NDJIRKJLQTUELX
m_bbb21f,s_a264e129,enveda-180,1,True,NDJIRKJLQTUELX
m_edd5cd,s_b7c7deef,enveda-180,1,True,NGBHXEOUTZBQJL
m_edd5cd,s_6b35799a,enveda-180,1,True,NGBHXEOUTZBQJL
m_edd5cd,s_e75f2230,enveda-180,1,True,NGBHXEOUTZBQJL
m_edd5cd,s_d135c6bd,enveda-180,1,True,NGBHXEOUTZBQJL
m_f1a045,s_d464bbd4,enveda-180,1,True,NGTWHKADVCZGSL
m_e73d71,s_53b98208,enveda-180,1,True,NBPBROCSGJVYHF
m_bbb21f,s_9ff9a474,enveda-180,1,True,NDJIRKJLQTUELX
m_471696,s_b59e2f69,enveda-180,1,True,MCBBXOXOEOXOAG
m_9dc5c4,s_721c7c99,enveda-180,1,True,MEIBYSJFQABPQZ
m_9dc5c4,s_19e8a88f,enveda-180,1,True,MEIBYSJFQABPQZ
m_ff4ed5,s_2cebbe58,enveda-180,1,True,MUKUMIOFQZKRNJ
m_a5bb0e,s_717e12f9,enveda-180,1,True,MWERKIHWYRBZOQ
m_a5bb0e,s_0fadc1fe,enveda-180,1,True,MWERKIHWYRBZOQ
m_2b7513,s_8775e438,enveda-180,1,True,MXWJALNDERSLNA
m_2b7513,s_68f17b5c,enveda-180,1,True,MXWJALNDERSLNA
m_2b7513,s_df1c0d73,enveda-180,1,True,MXWJALNDERSLNA
m_06e13d,s_95485ed0,enveda-180,1,True,NFLJXFFWFSJTEW
m_f1a045,s_bbb67793,enveda-180,1,True,NGTWHKADVCZGSL
m_f1a045,s_73c05d70,enveda-180,1,True,NGTWHKADVCZGSL
m_f1a045,s_e1a33851,enveda-180,1,True,NGTWHKADVCZGSL
m_f1a045,s_9d210faf,enveda-180,1,True,NGTWHKADVCZGSL
m_36d3ce,s_6f17fff6,enveda-180,1,True,NIUHACOLMDCGHP
m_36d3ce,s_33a4f4cd,enveda-180,1,True,NIUHACOLMDCGHP
m_36d3ce,s_7bb49389,enveda-180,1,True,NIUHACOLMDCGHP
m_36d3ce,s_2e1f727f,enveda-180,1,True,NIUHACOLMDCGHP
m_610a9f,s_cb77e3bc,enveda-180,1,True,NNIVDAPJLHNJSI
m_610a9f,s_dc67a29c,enveda-180,1,True,NNIVDAPJLHNJSI
m_610a9f,s_061ed797,enveda-180,1,True,NNIVDAPJLHNJSI
m_610a9f,s_70f66f3c,enveda-180,1,True,NNIVDAPJLHNJSI
m_23ff71,s_f029f6ed,enveda-180,1,True,NOGIJLWDAYTJIF
m_23ff71,s_372e9bc6,enveda-180,1,True,NOGIJLWDAYTJIF
m_06f339,s_364d5ded,enveda-180,1,True,NPKKGASYZQQADM
m_06f339,s_4c5e79a5,enveda-180,1,True,NPKKGASYZQQADM
m_06f339,s_6f3866ce,enveda-180,1,True,NPKKGASYZQQADM
m_f8d39e,s_806bf40a,enveda-180,1,True,NPOGLMXQSZTXFY
m_c2313f,s_ffa57e7d,enveda-180,1,True,NROCNRHIWBUYDO
m_c2313f,s_fe75e58b,enveda-180,1,True,NROCNRHIWBUYDO
m_c2313f,s_b3cb04a9,enveda-180,1,True,NROCNRHIWBUYDO
m_9b41d0,s_9920feda,enveda-180,1,True,NTGWDMDFFCJBLU
m_9b41d0,s_f858f1d8,enveda-180,1,True,NTGWDMDFFCJBLU
m_9b41d0,s_297a9265,enveda-180,1,True,NTGWDMDFFCJBLU
m_9b41d0,s_7ee690df,enveda-180,1,True,NTGWDMDFFCJBLU
m_0cc9ea,s_6955a99e,enveda-180,1,True,NVOGYTSHDZEBLT
m_6d9287,s_6943ed14,enveda-180,1,True,NWXPUPDSKKELDM
m_6d9287,s_d9f25fc8,enveda-180,1,True,NWXPUPDSKKELDM
m_6d9287,s_c6cba28a,enveda-180,1,True,NWXPUPDSKKELDM
m_875d74,s_40b3c8b3,enveda-180,1,True,NXBAKCFIFSRBAE
m_875d74,s_da839a8b,enveda-180,1,True,NXBAKCFIFSRBAE
m_97cca9,s_eed5f737,enveda-180,1,True,NXCDRJWCXZJLOC
m_97cca9,s_46eafa7b,enveda-180,1,True,NXCDRJWCXZJLOC
m_97cca9,s_f543456c,enveda-180,1,True,NXCDRJWCXZJLOC
m_2aa8ea,s_254bebb1,enveda-180,1,True,NXECUWGFKPVBDI
m_2aa8ea,s_51fd26ba,enveda-180,1,True,NXECUWGFKPVBDI
m_2aa8ea,s_2559703c,enveda-180,1,True,NXECUWGFKPVBDI
m_79cf07,s_b35cf56d,enveda-180,1,True,OAFNEDKZVQRBLS
m_444a56,s_13b96833,enveda-180,1,True,OAZSADCMCUIEOD
m_bcd97d,s_5de90e63,enveda-180,1,True,OCNZMBMATIKPFB
m_bcd97d,s_0f514405,enveda-180,1,True,OCNZMBMATIKPFB
m_bcd97d,s_d8edb8a4,enveda-180,1,True,OCNZMBMATIKPFB
m_5c710b,s_4f0d6417,enveda-180,1,True,OFCDKCDYVKOGPU
m_5c710b,s_b1fcbacd,enveda-180,1,True,OFCDKCDYVKOGPU
m_5c710b,s_fc627379,enveda-180,1,True,OFCDKCDYVKOGPU
m_a87b11,s_d60c321e,enveda-180,1,True,OHIHUMARHYMISU
m_043e86,s_4e727aed,enveda-180,1,True,OHZNNJCQQCRJQB
m_043e86,s_4190ca76,enveda-180,1,True,OHZNNJCQQCRJQB
m_043e86,s_2a41de54,enveda-180,1,True,OHZNNJCQQCRJQB
m_2a0e17,s_99a76412,enveda-180,1,True,OIYYHAMBBMCWHY
m_2a0e17,s_97b58db7,enveda-180,1,True,OIYYHAMBBMCWHY
m_2a0e17,s_4868a27d,enveda-180,1,True,OIYYHAMBBMCWHY
m_2a0e17,s_0ed73a2c,enveda-180,1,True,OIYYHAMBBMCWHY
m_48bfe1,s_9b3f4457,enveda-180,1,True,ONHAUORLKZSXDZ
m_48bfe1,s_ef7d6a3e,enveda-180,1,True,ONHAUORLKZSXDZ
m_48bfe1,s_dbaae5c9,enveda-180,1,True,ONHAUORLKZSXDZ
m_dbd5d0,s_19dbc411,enveda-180,1,True,ONXRNIOYANOCJT
m_dbd5d0,s_6df804a5,enveda-180,1,True,ONXRNIOYANOCJT
m_dbd5d0,s_c6a70d6a,enveda-180,1,True,ONXRNIOYANOCJT
m_e6b2c8,s_8d6d7ced,enveda-180,1,True,OOJAIDTWHWFGKT
m_e6b2c8,s_f26dfd3c,enveda-180,1,True,OOJAIDTWHWFGKT
m_e6b2c8,s_baa084c1,enveda-180,1,True,OOJAIDTWHWFGKT
m_e6b2c8,s_acf7d652,enveda-180,1,True,OOJAIDTWHWFGKT
m_f8d39e,s_484ff0df,enveda-180,1,True,NPOGLMXQSZTXFY
m_875d74,s_bfbc31b1,enveda-180,1,True,NXBAKCFIFSRBAE
m_875d74,s_21b7ef99,enveda-180,1,True,NXBAKCFIFSRBAE
m_97cca9,s_65eb8485,enveda-180,1,True,NXCDRJWCXZJLOC
m_97cca9,s_c0b7a7d8,enveda-180,1,True,NXCDRJWCXZJLOC
m_97cca9,s_33191fe2,enveda-180,1,True,NXCDRJWCXZJLOC
m_97cca9,s_c5be9fc4,enveda-180,1,True,NXCDRJWCXZJLOC
m_2aa8ea,s_a9148ba1,enveda-180,1,True,NXECUWGFKPVBDI
m_2aa8ea,s_dd7dc7b7,enveda-180,1,True,NXECUWGFKPVBDI
m_5c710b,s_1aaeff87,enveda-180,1,True,OFCDKCDYVKOGPU
m_5c710b,s_1607d366,enveda-180,1,True,OFCDKCDYVKOGPU
m_5c710b,s_14bb058a,enveda-180,1,True,OFCDKCDYVKOGPU
m_dbd5d0,s_83fddc65,enveda-180,1,True,ONXRNIOYANOCJT
m_dbd5d0,s_64f51676,enveda-180,1,True,ONXRNIOYANOCJT
m_293ec0,s_52b8671d,enveda-180,1,True,ORXYXQARIKDAHB
m_b70863,s_321ddf24,enveda-180,1,True,POLTTWOXWVBVHL
m_b70863,s_4c9a81f7,enveda-180,1,True,POLTTWOXWVBVHL
m_293ec0,s_6ee2596c,enveda-180,1,True,ORXYXQARIKDAHB
m_293ec0,s_6c474c19,enveda-180,1,True,ORXYXQARIKDAHB
m_7b993b,s_f56dd481,enveda-180,1,True,OSSCREKCXMXFLR
m_7b993b,s_6acfe4df,enveda-180,1,True,OSSCREKCXMXFLR
m_7b993b,s_a75d29be,enveda-180,1,True,OSSCREKCXMXFLR
m_7b993b,s_18aa2a57,enveda-180,1,True,OSSCREKCXMXFLR
m_4690d3,s_fbaf050a,enveda-180,1,True,OTZFMJZBWSPCMP
m_4690d3,s_3a71b822,enveda-180,1,True,OTZFMJZBWSPCMP
m_370436,s_291aa7b1,enveda-180,1,True,OVAJAQRYNSVBEQ
m_370436,s_5ad7e47b,enveda-180,1,True,OVAJAQRYNSVBEQ
m_370436,s_a05ad0ee,enveda-180,1,True,OVAJAQRYNSVBEQ
m_08d7f1,s_5cf081e4,enveda-180,1,True,OWNASAOHEQMOPN
m_08d7f1,s_7ae98e22,enveda-180,1,True,OWNASAOHEQMOPN
m_741f2c,s_48c6adf3,enveda-180,1,True,OXTXLZOHBPTDMJ
m_741f2c,s_95047c0b,enveda-180,1,True,OXTXLZOHBPTDMJ
m_741f2c,s_4da2be94,enveda-180,1,True,OXTXLZOHBPTDMJ
m_741f2c,s_23542195,enveda-180,1,True,OXTXLZOHBPTDMJ
m_d90c36,s_ec9d8800,enveda-180,1,True,OXXWMAMYQIFDGM
m_d90c36,s_d9b6033a,enveda-180,1,True,OXXWMAMYQIFDGM
m_18f297,s_ea1cf92c,enveda-180,1,True,PDXRZNKPUCNTSO
m_c933b7,s_16390e60,enveda-180,1,True,PESSRNITJLZHAN
m_c933b7,s_5365208d,enveda-180,1,True,PESSRNITJLZHAN
m_c933b7,s_fbfe9c1b,enveda-180,1,True,PESSRNITJLZHAN
m_c9c302,s_7f74b0c7,enveda-180,1,True,PIVPHBVKQGQQFB
m_c9c302,s_06bf2875,enveda-180,1,True,PIVPHBVKQGQQFB
m_b70863,s_3e31c55e,enveda-180,1,True,POLTTWOXWVBVHL
m_b70863,s_35469690,enveda-180,1,True,POLTTWOXWVBVHL
m_982aac,s_cce86eff,enveda-180,1,True,PPIWHECFYWELGA
m_982aac,s_cc3201ac,enveda-180,1,True,PPIWHECFYWELGA
m_982aac,s_cd5c6c63,enveda-180,1,True,PPIWHECFYWELGA
m_1a8b29,s_a6993ccd,enveda-180,1,True,PQKIYWBKLSGFTP
m_1a8b29,s_6c257a47,enveda-180,1,True,PQKIYWBKLSGFTP
m_1a8b29,s_2d578a4e,enveda-180,1,True,PQKIYWBKLSGFTP
m_478c2e,s_cca7ea4d,enveda-180,1,True,PQVLKUMITXECKC
m_478c2e,s_f4ff32d3,enveda-180,1,True,PQVLKUMITXECKC
m_ec755b,s_39781738,enveda-180,1,True,PSUIDIGYORDZPR
m_ec755b,s_57816947,enveda-180,1,True,PSUIDIGYORDZPR
m_ec755b,s_c28f4ffc,enveda-180,1,True,PSUIDIGYORDZPR
m_1813a1,s_869f01a0,enveda-180,1,True,PTCDHMUWJOYBMN
m_1813a1,s_c57230fa,enveda-180,1,True,PTCDHMUWJOYBMN
m_1813a1,s_190c32c8,enveda-180,1,True,PTCDHMUWJOYBMN
m_89a6f2,s_1df35f76,enveda-180,1,True,PTSQHNQHNURMBN
m_89a6f2,s_942ed4fe,enveda-180,1,True,PTSQHNQHNURMBN
m_6d3dc0,s_a3bc0e80,enveda-180,1,True,PTURZGKOBJTKQJ
m_6d3dc0,s_c35ca704,enveda-180,1,True,PTURZGKOBJTKQJ
m_6d3dc0,s_db59a536,enveda-180,1,True,PTURZGKOBJTKQJ
m_ded5eb,s_6ac2476e,enveda-180,1,True,PTYXNEFYPCMCOL
m_ded5eb,s_64689e9e,enveda-180,1,True,PTYXNEFYPCMCOL
m_ded5eb,s_8f2f8ffc,enveda-180,1,True,PTYXNEFYPCMCOL
m_ded5eb,s_8eee849c,enveda-180,1,True,PTYXNEFYPCMCOL
m_436c77,s_85d62d71,enveda-180,1,True,PUFPSDLOUTXUKT
